,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
6159,1*,1.0,1.0,100.0,0.0,0.0,India,Fatullah,Mashrafe Mortaza 
6160,18,18.0,10.0,180.0,2.0,1.0,India,Dhaka,Mashrafe Mortaza 
6161,2,2.0,5.0,40.0,0.0,0.0,India,Dhaka,Mashrafe Mortaza 
6162,-1,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Mashrafe Mortaza 
6163,3,3.0,5.0,60.0,0.0,0.0,West Indies,St George's,Mashrafe Mortaza 
6164,2,2.0,16.0,12.5,0.0,0.0,West Indies,St George's,Mashrafe Mortaza 
6165,15*,15.0,9.0,166.66,1.0,1.0,West Indies,Basseterre,Mashrafe Mortaza 
6171,14,14.0,9.0,155.55,3.0,0.0,Afghanistan,Canberra,Mashrafe Mortaza 
6172,7,7.0,7.0,100.0,1.0,0.0,Sri Lanka,Melbourne,Mashrafe Mortaza 
6174,6*,6.0,4.0,150.0,1.0,0.0,England,Adelaide,Mashrafe Mortaza 
6175,1,1.0,3.0,33.33,0.0,0.0,India,Melbourne,Mashrafe Mortaza 
6176,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dhaka,Mashrafe Mortaza 
6177,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dhaka,Mashrafe Mortaza 
6178,21,21.0,18.0,116.66,3.0,0.0,India,Dhaka,Mashrafe Mortaza 
6179,-1,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Mashrafe Mortaza 
6180,0.0,0.0,9.0,0.0,0.0,0.0,India,Dhaka,Mashrafe Mortaza 
6181,4,4.0,12.0,33.33,0.0,0.0,South Africa,Dhaka,Mashrafe Mortaza 
6182,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Dhaka,Mashrafe Mortaza 
6183,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Chattogram,Mashrafe Mortaza 
6187,4,4.0,8.0,50.0,0.0,0.0,Afghanistan,Dhaka,Mashrafe Mortaza 
6188,2,2.0,10.0,20.0,0.0,0.0,Afghanistan,Dhaka,Mashrafe Mortaza 
6189,2,2.0,4.0,50.0,0.0,0.0,Afghanistan,Dhaka,Mashrafe Mortaza 
6190,1,1.0,5.0,20.0,0.0,0.0,England,Dhaka,Mashrafe Mortaza 
6191,44.0,44.0,29.0,151.72,2.0,3.0,England,Dhaka,Mashrafe Mortaza 
6192,-1,0.0,0.0,0.0,0.0,0.0,England,Chattogram,Mashrafe Mortaza 
6193,14,14.0,10.0,140.0,3.0,0.0,New Zealand,Christchurch,Mashrafe Mortaza 
6194,17,17.0,19.0,89.47,2.0,1.0,New Zealand,Nelson,Mashrafe Mortaza 
6195,14,14.0,18.0,77.77,0.0,0.0,New Zealand,Nelson,Mashrafe Mortaza 
6196,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Mashrafe Mortaza 
6197,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Mashrafe Mortaza 
6198,16,16.0,23.0,69.56,2.0,0.0,Sri Lanka,Colombo (SSC),Mashrafe Mortaza 
6199,1,1.0,3.0,33.33,0.0,0.0,New Zealand,Dublin,Mashrafe Mortaza 
6201,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Dublin,Mashrafe Mortaza 
6202,-1,0.0,0.0,0.0,0.0,0.0,England,The Oval,Mashrafe Mortaza 
6203,0.0,0.0,2.0,0.0,0.0,0.0,Australia,The Oval,Mashrafe Mortaza 
6204,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Cardiff,Mashrafe Mortaza 
6205,30*,30.0,25.0,120.0,5.0,0.0,India,Birmingham,Mashrafe Mortaza 
6206,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Kimberley,Mashrafe Mortaza 
6207,0.0,0.0,3.0,0.0,0.0,0.0,South Africa,Paarl,Mashrafe Mortaza 
6208,17,17.0,17.0,100.0,3.0,0.0,South Africa,East London,Mashrafe Mortaza 
6210,6,6.0,5.0,120.0,1.0,0.0,Sri Lanka,Dhaka,Mashrafe Mortaza 
6212,1,1.0,4.0,25.0,0.0,0.0,Sri Lanka,Dhaka,Mashrafe Mortaza 
6213,5.0,5.0,12.0,41.66,0.0,0.0,Sri Lanka,Dhaka,Mashrafe Mortaza 
6214,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Providence,Mashrafe Mortaza 
6215,1*,1.0,1.0,100.0,0.0,0.0,West Indies,Providence,Mashrafe Mortaza 
6216,36.0,36.0,25.0,144.0,4.0,1.0,West Indies,Basseterre,Mashrafe Mortaza 
6217,11,11.0,18.0,61.11,2.0,0.0,Sri Lanka,Dubai (DSC),Mashrafe Mortaza 
6218,0.0,0.0,11.0,0.0,0.0,0.0,Afghanistan,Abu Dhabi,Mashrafe Mortaza 
6219,26,26.0,32.0,81.25,0.0,2.0,India,Dubai (DSC),Mashrafe Mortaza 
6220,10.0,10.0,9.0,111.11,1.0,0.0,Afghanistan,Abu Dhabi,Mashrafe Mortaza 
6221,13,13.0,13.0,100.0,0.0,1.0,Pakistan,Abu Dhabi,Mashrafe Mortaza 
6222,7,7.0,9.0,77.77,0.0,1.0,India,Dubai (DSC),Mashrafe Mortaza 
6226,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dhaka,Mashrafe Mortaza 
6227,6*,6.0,11.0,54.54,0.0,0.0,West Indies,Dhaka,Mashrafe Mortaza 
6228,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Sylhet,Mashrafe Mortaza 
6229,9*,9.0,14.0,64.28,1.0,0.0,New Zealand,Napier,Mashrafe Mortaza 
6230,13,13.0,18.0,72.22,0.0,1.0,New Zealand,Christchurch,Mashrafe Mortaza 
6231,2,2.0,3.0,66.66,0.0,0.0,New Zealand,Dunedin,Mashrafe Mortaza 
6232,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin,Mashrafe Mortaza 
6233,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin (Malahide),Mashrafe Mortaza 
6235,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin (Malahide),Mashrafe Mortaza 
6236,-1,0.0,0.0,0.0,0.0,0.0,India,Wellington,Matt Henry
6237,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Hamilton,Matt Henry
6238,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Matt Henry
6239,1,1.0,3.0,33.33,0.0,0.0,Pakistan,Sharjah,Matt Henry
6240,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Matt Henry
6241,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Matt Henry
6242,20*,20.0,17.0,117.64,2.0,0.0,Sri Lanka,Hamilton,Matt Henry
6243,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Auckland,Matt Henry
6244,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Auckland,Matt Henry
6245,0.0,0.0,7.0,0.0,0.0,0.0,Australia,Melbourne,Matt Henry
6246,0.0,0.0,5.0,0.0,0.0,0.0,England,Birmingham,Matt Henry
6247,-1,0.0,0.0,0.0,0.0,0.0,England,Southampton,Matt Henry
6248,-1,0.0,0.0,0.0,0.0,0.0,England,Nottingham,Matt Henry
6249,12,12.0,7.0,171.42,1.0,1.0,England,Chester-le-Street,Matt Henry
6252,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Matt Henry
6253,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Matt Henry
6254,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Nelson,Matt Henry
6255,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Mount Maunganui,Matt Henry
6256,48*,48.0,30.0,160.0,4.0,4.0,Pakistan,Wellington,Matt Henry
6257,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Auckland,Matt Henry
6258,5*,5.0,7.0,71.42,0.0,0.0,Australia,Auckland,Matt Henry
6259,0.0,0.0,2.0,0.0,0.0,0.0,Australia,Wellington,Matt Henry
6260,0*,0.0,3.0,0.0,0.0,0.0,Australia,Hamilton,Matt Henry
6261,6,6.0,12.0,50.0,0.0,0.0,India,Delhi,Matt Henry
6262,39*,39.0,37.0,105.4,4.0,1.0,India,Mohali,Matt Henry
6263,27,27.0,15.0,180.0,4.0,1.0,Australia,Sydney,Matt Henry
6264,7,7.0,13.0,53.84,0.0,0.0,Australia,Canberra,Matt Henry
6265,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Nelson,Matt Henry
6267,5.0,5.0,14.0,35.71,0.0,0.0,Bangladesh,Dublin,Matt Henry
6268,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Christchurch,Matt Henry
6269,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Christchurch,Matt Henry
6270,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Wellington,Matt Henry
6271,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Matt Henry
6272,6,6.0,5.0,120.0,1.0,0.0,Sri Lanka,Mount Maunganui,Matt Henry
6273,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Mount Maunganui,Matt Henry
6274,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Nelson,Matt Henry
6275,-1,0.0,0.0,0.0,0.0,0.0,India,Hamilton,Matt Henry
6276,17*,17.0,9.0,188.88,1.0,2.0,India,Wellington,Matt Henry
6277,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Napier,Matt Henry
6278,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Christchurch,Matt Henry
6279,22,22.0,21.0,104.76,2.0,1.0,Pakistan,Dambulla,Milinda Siriwardana
6280,26,26.0,28.0,92.85,3.0,0.0,Pakistan,Pallekele,Milinda Siriwardana
6281,2,2.0,3.0,66.66,0.0,0.0,Pakistan,Colombo (RPS),Milinda Siriwardana
6282,19,19.0,11.0,172.72,2.0,1.0,Pakistan,Colombo (RPS),Milinda Siriwardana
6283,52*,52.0,26.0,200.0,4.0,3.0,Pakistan,Hambantota,Milinda Siriwardana
6284,7,7.0,8.0,87.5,0.0,0.0,West Indies,Colombo (RPS),Milinda Siriwardana
6285,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Colombo (RPS),Milinda Siriwardana
6286,17,17.0,13.0,130.76,0.0,1.0,West Indies,Pallekele,Milinda Siriwardana
6287,66.0,66.0,82.0,80.48,7.0,0.0,New Zealand,Christchurch,Milinda Siriwardana
6288,12,12.0,14.0,85.71,2.0,0.0,New Zealand,Christchurch,Milinda Siriwardana
6289,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Nelson,Milinda Siriwardana
6290,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Nelson,Milinda Siriwardana
6291,39,39.0,22.0,177.27,3.0,2.0,New Zealand,Mount Maunganui,Milinda Siriwardana
6292,19,19.0,26.0,73.07,0.0,0.0,Australia,Colombo (RPS),Milinda Siriwardana
6293,22,22.0,25.0,88.0,1.0,1.0,Bangladesh,Dambulla,Milinda Siriwardana
6294,30.0,30.0,30.0,100.0,3.0,0.0,Bangladesh,Dambulla,Milinda Siriwardana
6295,12,12.0,16.0,75.0,1.0,0.0,Bangladesh,Colombo (SSC),Milinda Siriwardana
6296,58,58.0,58.0,100.0,2.0,1.0,India,Pallekele,Milinda Siriwardana
6297,29,29.0,27.0,107.4,4.0,0.0,India,Pallekele,Milinda Siriwardana
6298,39,39.0,43.0,90.69,3.0,2.0,India,Colombo (RPS),Milinda Siriwardana
6299,18,18.0,13.0,138.46,1.0,1.0,India,Colombo (RPS),Milinda Siriwardana
6300,0.0,0.0,1.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Milinda Siriwardana
6301,3,3.0,5.0,60.0,0.0,0.0,Pakistan,Abu Dhabi,Milinda Siriwardana
6302,2,2.0,4.0,50.0,0.0,0.0,Pakistan,Abu Dhabi,Milinda Siriwardana
6303,13,13.0,32.0,40.62,0.0,0.0,Pakistan,Sharjah,Milinda Siriwardana
6304,6,6.0,13.0,46.15,1.0,0.0,Pakistan,Sharjah,Milinda Siriwardana
6305,15,15.0,23.0,65.21,2.0,0.0,England,Birmingham,Mitchell Santner
6306,15*,15.0,11.0,136.36,2.0,0.0,England,The Oval,Mitchell Santner
6307,21,21.0,16.0,131.25,3.0,0.0,England,Southampton,Mitchell Santner
6308,44.0,44.0,19.0,231.57,3.0,4.0,England,Nottingham,Mitchell Santner
6309,2,2.0,6.0,33.33,0.0,0.0,England,Chester-le-Street,Mitchell Santner
6310,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Mitchell Santner
6311,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Mitchell Santner
6312,38,38.0,46.0,82.6,2.0,1.0,Sri Lanka,Nelson,Mitchell Santner
6313,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Nelson,Mitchell Santner
6314,21*,21.0,11.0,190.9,0.0,2.0,Sri Lanka,Mount Maunganui,Mitchell Santner
6315,48.0,48.0,63.0,76.19,5.0,0.0,Pakistan,Wellington,Mitchell Santner
6316,10*,10.0,7.0,142.85,2.0,0.0,Pakistan,Auckland,Mitchell Santner
6317,35*,35.0,39.0,89.74,1.0,2.0,Australia,Auckland,Mitchell Santner
6318,45*,45.0,39.0,115.38,3.0,1.0,Australia,Wellington,Mitchell Santner
6319,0.0,0.0,1.0,0.0,0.0,0.0,India,Dharamsala,Mitchell Santner
6320,9*,9.0,16.0,56.25,0.0,0.0,India,Delhi,Mitchell Santner
6321,7,7.0,13.0,53.84,0.0,0.0,India,Mohali,Mitchell Santner
6322,17*,17.0,13.0,130.76,1.0,0.0,India,Ranchi,Mitchell Santner
6323,4,4.0,10.0,40.0,0.0,0.0,India,Visakhapatnam,Mitchell Santner
6324,0.0,0.0,7.0,0.0,0.0,0.0,Australia,Sydney,Mitchell Santner
6325,2,2.0,5.0,40.0,0.0,0.0,Australia,Canberra,Mitchell Santner
6326,15,15.0,21.0,71.42,3.0,0.0,Australia,Melbourne,Mitchell Santner
6327,8*,8.0,7.0,114.28,0.0,0.0,Bangladesh,Christchurch,Mitchell Santner
6328,9,9.0,17.0,52.94,0.0,0.0,Bangladesh,Nelson,Mitchell Santner
6329,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Nelson,Mitchell Santner
6330,7,7.0,19.0,36.84,0.0,0.0,Australia,Auckland,Mitchell Santner
6331,38*,38.0,34.0,111.76,3.0,2.0,Australia,Hamilton,Mitchell Santner
6332,17,17.0,27.0,62.96,2.0,0.0,South Africa,Hamilton,Mitchell Santner
6333,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Christchurch,Mitchell Santner
6334,1,1.0,8.0,12.5,0.0,0.0,South Africa,Wellington,Mitchell Santner
6335,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Hamilton,Mitchell Santner
6336,24.0,24.0,50.0,48.0,3.0,0.0,South Africa,Auckland,Mitchell Santner
6338,5*,5.0,3.0,166.66,1.0,0.0,Bangladesh,Dublin,Mitchell Santner
6340,0.0,0.0,6.0,0.0,0.0,0.0,Bangladesh,Dublin,Mitchell Santner
6341,8,8.0,7.0,114.28,1.0,0.0,Australia,Birmingham,Mitchell Santner
6342,3,3.0,9.0,33.33,0.0,0.0,England,Cardiff,Mitchell Santner
6343,14*,14.0,18.0,77.77,0.0,0.0,Bangladesh,Cardiff,Mitchell Santner
6344,-1,0.0,0.0,0.0,0.0,0.0,India,Mumbai,Mitchell Santner
6345,29,29.0,38.0,76.31,2.0,1.0,India,Pune,Mitchell Santner
6346,9,9.0,5.0,180.0,0.0,1.0,India,Kanpur,Mitchell Santner
6347,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Christchurch,Mitchell Santner
6348,7,7.0,5.0,140.0,1.0,0.0,Pakistan,Wellington,Mitchell Santner
6349,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Nelson,Mitchell Santner
6350,6,6.0,12.0,50.0,0.0,0.0,Pakistan,Dunedin,Mitchell Santner
6351,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Hamilton,Mitchell Santner
6352,1,1.0,1.0,100.0,0.0,0.0,Pakistan,Wellington,Mitchell Santner
6353,45*,45.0,27.0,166.66,2.0,4.0,England,Hamilton,Mitchell Santner
6354,63*,63.0,52.0,121.15,6.0,1.0,England,Mount Maunganui,Mitchell Santner
6355,41,41.0,54.0,75.92,3.0,0.0,England,Wellington,Mitchell Santner
6356,-1,0.0,0.0,0.0,0.0,0.0,England,Dunedin,Mitchell Santner
6357,67.0,67.0,71.0,94.36,4.0,2.0,England,Christchurch,Mitchell Santner
6358,14,14.0,21.0,66.66,1.0,1.0,India,Napier,Mitchell Santner
6359,3,3.0,9.0,33.33,0.0,0.0,India,Mount Maunganui,Mitchell Santner
6360,-1,0.0,0.0,0.0,0.0,0.0,India,Hamilton,Mitchell Santner
6361,22,22.0,37.0,59.45,0.0,0.0,India,Wellington,Mitchell Santner
6362,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Napier,Mitchell Santner
6363,16*,16.0,9.0,177.77,0.0,1.0,Bangladesh,Dunedin,Mitchell Santner
6364,-1,0.0,0.0,0.0,0.0,0.0,India,Visakhapatnam,Mitchell Starc
6365,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Brisbane,Mitchell Starc
6366,-1,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Mitchell Starc
6367,14,14.0,19.0,73.68,1.0,0.0,Sri Lanka,Perth,Mitchell Starc
6368,-1,0.0,0.0,0.0,0.0,0.0,India,Adelaide,Mitchell Starc
6369,17,17.0,24.0,70.83,2.0,0.0,Sri Lanka,Sydney,Mitchell Starc
6370,-1,0.0,0.0,0.0,0.0,0.0,India,Brisbane,Mitchell Starc
6371,1*,1.0,1.0,100.0,0.0,0.0,Afghanistan,Sharjah,Mitchell Starc
6372,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Mitchell Starc
6373,11*,11.0,4.0,275.0,2.0,0.0,Pakistan,Abu Dhabi,Mitchell Starc
6374,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Mitchell Starc
6375,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Melbourne,Mitchell Starc
6376,22*,22.0,28.0,78.57,2.0,0.0,Sri Lanka,Brisbane,Mitchell Starc
6377,52*,52.0,37.0,140.54,7.0,0.0,Sri Lanka,Sydney,Mitchell Starc
6378,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hobart,Mitchell Starc
6379,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Perth,Mitchell Starc
6380,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Perth,Mitchell Starc
6381,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Canberra,Mitchell Starc
6382,5.0,5.0,8.0,62.5,0.0,0.0,England,Birmingham,Mitchell Starc
6384,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Harare,Mitchell Starc
6386,1*,1.0,1.0,100.0,0.0,0.0,South Africa,Harare,Mitchell Starc
6387,29*,29.0,46.0,63.04,0.0,2.0,South Africa,Harare,Mitchell Starc
6388,5.0,5.0,7.0,71.42,0.0,0.0,Pakistan,Abu Dhabi,Mitchell Starc
6389,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Canberra,Mitchell Starc
6390,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Melbourne,Mitchell Starc
6391,1*,1.0,5.0,20.0,0.0,0.0,South Africa,Sydney,Mitchell Starc
6392,0*,0.0,0.0,0.0,0.0,0.0,England,Sydney,Mitchell Starc
6393,-1,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Mitchell Starc
6394,1*,1.0,1.0,100.0,0.0,0.0,England,Hobart,Mitchell Starc
6395,-1,0.0,0.0,0.0,0.0,0.0,India,Sydney,Mitchell Starc
6396,0*,0.0,0.0,0.0,0.0,0.0,England,Perth,Mitchell Starc
6397,0*,0.0,0.0,0.0,0.0,0.0,England,Melbourne,Mitchell Starc
6398,0.0,0.0,3.0,0.0,0.0,0.0,New Zealand,Auckland,Mitchell Starc
6399,-1,0.0,0.0,0.0,0.0,0.0,Afghanistan,Perth,Mitchell Starc
6400,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Sydney,Mitchell Starc
6402,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Adelaide,Mitchell Starc
6403,-1,0.0,0.0,0.0,0.0,0.0,India,Sydney,Mitchell Starc
6404,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Melbourne,Mitchell Starc
6406,-1,0.0,0.0,0.0,0.0,0.0,England,Southampton,Mitchell Starc
6407,-1,0.0,0.0,0.0,0.0,0.0,England,Lord's,Mitchell Starc
6408,1,1.0,4.0,25.0,0.0,0.0,England,Manchester,Mitchell Starc
6409,-1,0.0,0.0,0.0,0.0,0.0,England,Manchester,Mitchell Starc
6410,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Providence,Mitchell Starc
6411,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Basseterre,Mitchell Starc
6412,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Bridgetown,Mitchell Starc
6413,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Bridgetown,Mitchell Starc
6414,17,17.0,25.0,68.0,1.0,1.0,West Indies,Bridgetown,Mitchell Starc
6415,5*,5.0,7.0,71.42,0.0,0.0,Sri Lanka,Colombo (RPS),Mitchell Starc
6416,0.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Mitchell Starc
6417,12,12.0,8.0,150.0,1.0,1.0,Sri Lanka,Dambulla,Mitchell Starc
6418,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Mitchell Starc
6419,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Pallekele,Mitchell Starc
6420,11,11.0,5.0,220.0,2.0,0.0,New Zealand,Sydney,Mitchell Starc
6421,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Canberra,Mitchell Starc
6422,0*,0.0,0.0,0.0,0.0,0.0,New Zealand,Melbourne,Mitchell Starc
6423,10.0,10.0,8.0,125.0,0.0,1.0,Pakistan,Brisbane,Mitchell Starc
6424,3,3.0,5.0,60.0,0.0,0.0,Pakistan,Melbourne,Mitchell Starc
6425,0*,0.0,0.0,0.0,0.0,0.0,Pakistan,Sydney,Mitchell Starc
6426,6,6.0,5.0,120.0,0.0,0.0,Pakistan,Adelaide,Mitchell Starc
6427,3,3.0,3.0,100.0,0.0,0.0,New Zealand,Auckland,Mitchell Starc
6428,29*,29.0,23.0,126.08,2.0,2.0,New Zealand,Hamilton,Mitchell Starc
6429,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Birmingham,Mitchell Starc
6430,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,The Oval,Mitchell Starc
6431,0.0,0.0,3.0,0.0,0.0,0.0,England,Birmingham,Mitchell Starc
6432,0*,0.0,0.0,0.0,0.0,0.0,England,Melbourne,Mitchell Starc
6433,3,3.0,6.0,50.0,0.0,0.0,England,Brisbane,Mitchell Starc
6434,-1,0.0,0.0,0.0,0.0,0.0,England,Sydney,Mitchell Starc
6435,0.0,0.0,2.0,0.0,0.0,0.0,England,Perth,Mitchell Starc
6436,12,12.0,12.0,100.0,2.0,0.0,South Africa,Perth,Mitchell Starc
6437,6,6.0,6.0,100.0,1.0,0.0,South Africa,Adelaide,Mitchell Starc
6438,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,Hobart,Mitchell Starc
6439,44.0,44.0,59.0,74.57,3.0,0.0,West Indies,North Sound,Moeen Ali
6440,10.0,10.0,16.0,62.5,1.0,0.0,West Indies,North Sound,Moeen Ali
6441,55.0,55.0,59.0,93.22,3.0,1.0,West Indies,North Sound,Moeen Ali
6442,67.0,67.0,50.0,134.0,4.0,3.0,India,Birmingham,Moeen Ali
6443,9,9.0,8.0,112.5,2.0,0.0,India,Leeds,Moeen Ali
6444,119,119.0,87.0,136.78,11.0,5.0,Sri Lanka,Colombo (RPS),Moeen Ali
6445,2,2.0,7.0,28.57,0.0,0.0,Sri Lanka,Colombo (RPS),Moeen Ali
6446,58,58.0,40.0,145.0,2.0,5.0,Sri Lanka,Hambantota,Moeen Ali
6447,19,19.0,20.0,95.0,3.0,0.0,Sri Lanka,Colombo (RPS),Moeen Ali
6448,4,4.0,4.0,100.0,1.0,0.0,Sri Lanka,Pallekele,Moeen Ali
6449,34,34.0,32.0,106.25,4.0,2.0,Sri Lanka,Pallekele,Moeen Ali
6450,0.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Moeen Ali
6451,22,22.0,21.0,104.76,2.0,1.0,Australia,Sydney,Moeen Ali
6452,8,8.0,12.0,66.66,1.0,0.0,India,Brisbane,Moeen Ali
6453,46.0,46.0,48.0,95.83,3.0,3.0,Australia,Hobart,Moeen Ali
6454,17,17.0,34.0,50.0,1.0,0.0,India,Perth,Moeen Ali
6455,26,26.0,30.0,86.66,5.0,0.0,Australia,Perth,Moeen Ali
6456,10.0,10.0,13.0,76.92,2.0,0.0,Australia,Melbourne,Moeen Ali
6457,20.0,20.0,15.0,133.33,4.0,0.0,New Zealand,Wellington,Moeen Ali
6459,15,15.0,26.0,57.69,3.0,0.0,Sri Lanka,Wellington,Moeen Ali
6460,19,19.0,21.0,90.47,3.0,0.0,Bangladesh,Adelaide,Moeen Ali
6461,17,17.0,18.0,94.44,3.0,0.0,Australia,Southampton,Moeen Ali
6462,8,8.0,15.0,53.33,0.0,0.0,Australia,Lord's,Moeen Ali
6463,1,1.0,3.0,33.33,0.0,0.0,Australia,Manchester,Moeen Ali
6464,21*,21.0,23.0,91.3,1.0,1.0,Australia,Leeds,Moeen Ali
6465,5.0,5.0,5.0,100.0,1.0,0.0,Australia,Manchester,Moeen Ali
6466,7,7.0,12.0,58.33,0.0,0.0,Pakistan,Abu Dhabi,Moeen Ali
6467,2*,2.0,2.0,100.0,0.0,0.0,Pakistan,Abu Dhabi,Moeen Ali
6468,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Moeen Ali
6469,4*,4.0,5.0,80.0,0.0,0.0,Pakistan,Dubai (DSC),Moeen Ali
6470,19,19.0,15.0,126.66,2.0,1.0,South Africa,Bloemfontein,Moeen Ali
6471,21*,21.0,15.0,140.0,3.0,0.0,South Africa,Port Elizabeth,Moeen Ali
6472,3,3.0,9.0,33.33,0.0,0.0,South Africa,Centurion,Moeen Ali
6473,4,4.0,10.0,40.0,0.0,0.0,South Africa,Johannesburg,Moeen Ali
6474,12,12.0,17.0,70.58,1.0,0.0,South Africa,Cape Town,Moeen Ali
6475,7,7.0,10.0,70.0,1.0,0.0,Sri Lanka,Nottingham,Moeen Ali
6476,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Birmingham,Moeen Ali
6477,2,2.0,7.0,28.57,0.0,0.0,Sri Lanka,The Oval,Moeen Ali
6478,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Southampton,Moeen Ali
6479,21*,21.0,29.0,72.41,2.0,0.0,Pakistan,Lord's,Moeen Ali
6480,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Nottingham,Moeen Ali
6481,45*,45.0,48.0,93.75,1.0,2.0,Pakistan,Leeds,Moeen Ali
6482,6,6.0,5.0,120.0,0.0,0.0,Bangladesh,Dhaka,Moeen Ali
6483,4,4.0,10.0,40.0,0.0,0.0,Bangladesh,Dhaka,Moeen Ali
6484,1,1.0,3.0,33.33,0.0,0.0,Bangladesh,Chattogram,Moeen Ali
6485,28.0,28.0,17.0,164.7,3.0,1.0,India,Pune,Moeen Ali
